All Dates and Details Purchases by Product/Service,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,
All Dates,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Vendor,Memo/Description,Quantity,Rate,Amount,Balance,SKU,Full name,Product/Service full name
,03/28/2022,Credit Card Payment,,,CHASE CREDIT CRD  AU ACH DEBIT CHASE CREDIT CRD  AUTOPAYBUS        220328,,,-652.04,"-4,680,649.16",,Norris Utilities Chase Ink Credit Card,
,03/29/2022,Expense,,,RACEWAY 6824  55668248,,,73.68,"-4,680,575.48",,Vehicle Expense - Fuel,
,03/30/2022,Expense,,,HOLIDAY STATIONS 0434,,,5.89,"-4,680,569.59",,Meals,
,03/30/2022,Expense,,,HUDSONNEWS  ST865,,,5.20,"-4,680,564.39",,Meals,
,03/30/2022,Expense,,,INTERCONTINENTQL MINNE,,,13.00,"-4,680,551.39",,Meals,
,03/31/2022,Journal Entry,18,,,,,"-1,471.52","-4,682,022.91",,Rental Revenue,
,03/31/2022,Journal Entry,18,,,,,"-1,471.52","-4,683,494.43",,Accounts Receivable (A/R),
,03/31/2022,Journal Entry,18,,,,,"-33,789.60","-4,717,284.03",,Accounts Receivable (A/R),
,03/31/2022,Payment,,,,,,,"-4,717,284.03",,Accounts Receivable (A/R),
,03/31/2022,Payment,,,,,,,"-4,717,284.03",,Accounts Receivable (A/R),
,03/31/2022,Journal Entry,19,,,,,"-1,596,000.00","-6,313,284.03",,Supplies & Materials - Asset Costs - Rental Fleet,
,03/31/2022,Expense,,,PGA MSP AIRPORT IKES CLUB,,,9.57,"-6,313,274.46",,Travel,
,03/31/2022,Expense,,,BIRMINGHAM DISTRICT,,,8.25,"-6,313,266.21",,Travel,
,03/31/2022,Expense,,,HOLIDAY STATIONS 0434,,,7.29,"-6,313,258.92",,Meals,
,03/31/2022,Expense,,,BHAM AIRPORT AUTH PARKIN,,,24.00,"-6,313,234.92",,Travel,
,03/31/2022,Expense,,,HOLIDAY STATIONS 0434,,,3.21,"-6,313,231.71",,Meals,
,03/31/2022,Expense,,,CHILI'S G09 ORD,,,72.78,"-6,313,158.93",,Meals,
,03/31/2022,Journal Entry,23,,,,,-33.41,"-6,313,192.34",,Norris Utilities Chase Ink Credit Card,
,03/31/2022,Journal Entry,24,,at&t,,,55.40,"-6,313,136.94",,Telephone Expense,
,03/31/2022,Journal Entry,24,,,,,87.79,"-6,313,049.15",,Owner draws,
,03/31/2022,Journal Entry,25,,,,,129.34,"-6,312,919.81",,Owner draws,
,03/31/2022,Journal Entry,26,,,,,"-2,542.87","-6,315,462.68",,Florida Department of Revenue Payable,
,03/31/2022,Journal Entry,27,,,,,"-12,583.33","-6,328,046.01",,Accumulated Depreciation,
,03/31/2022,Journal Entry,29,,,,,235.82,"-6,327,810.19",,Office expenses:Office supplies,
,03/31/2022,Expense,,,Wexford Golf,,,20.51,"-6,327,789.68",,Meals,
,03/31/2022,Journal Entry,45,,,,,22.88,"-6,327,766.80",,Retained Earnings,
,03/31/2022,Journal Entry,45,,,,,-28.63,"-6,327,795.43",,Meals,
,03/31/2022,Journal Entry,45,,,,,-28.63,"-6,327,824.06",,Norris Utilities Chase Ink Credit Card,
,03/31/2022,Journal Entry,45,,,,,-508.02,"-6,328,332.08",,Travel,
,03/31/2022,Journal Entry,45,,,,,-72.47,"-6,328,404.55",,Vehicle Expense - Fuel,
,03/31/2022,Journal Entry,53,,,,,72.47,"-6,328,332.08",,Sapphire Reserve (9243) - 2,
,04/01/2022,Journal Entry,46,,,,,28.63,"-6,328,303.45",,Meals,
,04/03/2022,Expense,,,INTUIT *QuickBooks Online,,,86.80,"-6,328,216.65",,Office expenses:Software & apps,
,04/04/2022,Expense,,,PREMIUM PARKING,,,7.85,"-6,328,208.80",,Travel,
,04/04/2022,Expense,,,BIRMINGHAM DISTRICT,,,9.24,"-6,328,199.56",,Travel,
,04/05/2022,Check,1005,,CHECK PAID,,,"1,348.24","-6,326,851.32",,Travel,
,04/11/2022,Expense,,Aaron Norris - Personal,circle k,,,-89.18,"-6,326,940.50",,Owner draws,
,04/19/2022,Expense,,,THE UPS STORE 0255,,,29.73,"-6,326,910.77",,Office expenses:Shipping & postage,
,04/19/2022,Expense,,,CVS/PHARMACY #04851,,,39.01,"-6,326,871.76",,Office expenses:Office supplies,
,04/19/2022,Expense,,,ROTHBERG LOGAN & WARSCO,,,"18,785.85","-6,308,085.91",,Legal & accounting services:Legal fees,
,04/20/2022,Deposit,,,DEPOSIT,,,"34,926.75","-6,273,159.16",,Rental Revenue,
,04/20/2022,Deposit,,,,,,"-58,732.38","-6,331,891.54",,N/R - Sales Tax,
,04/21/2022,Expense,,,SPECTRUM,,,89.99,"-6,331,801.55",,Utilities:Internet & TV services,
,04/22/2022,Deposit,,,PIKE ENT AP       PA DIRECT DEPOSIT PIKE ENT AP       PAYABLES          220422,,,"37,761.65","-6,294,039.90",,Rental Revenue,
,04/25/2022,Journal Entry,30,,,,,"-37,761.65","-6,331,801.55",,Accounts Receivable (A/R),
,04/25/2022,Payment,,,,,,,"-6,331,801.55",,Accounts Receivable (A/R),
,04/25/2022,Expense,,,THE UPS STORE 2432,,,85.09,"-6,331,716.46",,Office expenses:Shipping & postage,
,04/25/2022,Expense,,,CIRCLE K 06736,,,82.08,"-6,331,634.38",,Vehicle Expense - Fuel,
,04/26/2022,Expense,,,CHASE CREDIT CRD  AU ACH DEBIT CHASE CREDIT CRD  AUTOPAYBUS        220426,,,-660.11,"-6,332,294.49",,Norris Utilities Chase Ink Credit Card,
,04/26/2022,Check,1004,,CHECK PAID,,,"6,708.33","-6,325,586.16",,Interest paid,
,04/26/2022,Expense,,,CHICK-FIL-A #00812,,,5.61,"-6,325,580.55",,Meals,
,04/27/2022,Payment,,,,,,-49.52,"-6,325,630.07",,Accounts Receivable (A/R),
,04/28/2022,Expense,,,SQ *EDGAR'S BAKERY AND CA,,,48.16,"-6,325,581.91",,Meals,
,04/29/2022,Expense,,,CIRCLE K # 23817,,,29.43,"-6,325,552.48",,Vehicle Expense - Fuel,
,04/30/2022,Journal Entry,31,,,,,-28.63,"-6,325,581.11",,Norris Utilities Chase Ink Credit Card,
,04/30/2022,Journal Entry,32,,,,,"-12,583.33","-6,338,164.44",,Accumulated Depreciation,
,05/03/2022,Expense,,,INTUIT *QuickBooks Online,,,86.80,"-6,338,077.64",,Office expenses:Software & apps,
,05/04/2022,Expense,,,APPLE STORE  #R225,,,71.45,"-6,338,006.19",,Office expenses:Office supplies,
,05/04/2022,Expense,,,THE ANVIL PUB  GRILL,,,46.06,"-6,337,960.13",,Meals,
,05/05/2022,Expense,,,TST* Bocca,,,799.44,"-6,337,160.69",,Meals,
,05/05/2022,Expense,,,ZOES KITCHEN,,,49.10,"-6,337,111.59",,Meals,
,05/09/2022,Expense,,,parkside grill,,,18.19,"-6,337,093.40",,Meals,
,05/09/2022,Expense,,,ACME FEED & SEED,,,42.85,"-6,337,050.55",,Meals,
,05/09/2022,Expense,,,ACME FEED & SEED,,,4.00,"-6,337,046.55",,Meals,
,05/09/2022,Expense,,,PARKINGCOM,,,40.99,"-6,337,005.56",,Travel,
,05/09/2022,Expense,,,BP#5988134GORDONSVILLE K,,,91.93,"-6,336,913.63",,Vehicle Expense - Fuel,
,05/09/2022,Expense,,,RIPPYS BAR AND GRILL,,,11.32,"-6,336,902.31",,Meals,
,05/09/2022,Expense,,,SHELL OIL 12709726009,,,93.76,"-6,336,808.55",,Vehicle Expense - Fuel,
,05/10/2022,Expense,,,CHICK-FIL-A #04211,,,12.46,"-6,336,796.09",,Meals,
,05/10/2022,Expense,,,BWW 3163 HWY 280,,,25.43,"-6,336,770.66",,Meals,
,05/10/2022,Expense,,,HOME2SUITES,,,205.34,"-6,336,565.32",,Travel,
,05/10/2022,Expense,,,RACEWAY 6712  39067129,,,64.03,"-6,336,501.29",,Vehicle Expense - Fuel,
,05/17/2022,Expense,,,EXPRESSVPN.COM,,,99.95,"-6,336,401.34",,Office expenses:Software & apps,
,05/18/2022,Check,,Alabama Dept of Revenue,CHECK PAID,,,100.00,"-6,336,301.34",,Taxes paid,
,05/19/2022,Expense,,,STAPLES DIRECT,,,37.09,"-6,336,264.25",,Office expenses:Office supplies,
,05/20/2022,Expense,,Florida Dept of Revenue,FLA DEPT REVENUE  C0 ACH DEBIT FLA DEPT REVENUE  C01               220520            413245592,,,"2,347.68","-6,333,916.57",,Taxes paid,
,05/20/2022,Expense,,,CIRCLE K # 23817,,,100.65,"-6,333,815.92",,Vehicle Expense - Fuel,
,05/21/2022,Expense,,,SPECTRUM,,,89.99,"-6,333,725.93",,Utilities:Internet & TV services,
,05/23/2022,Expense,,,HEIRLOOM,,,"-1,500.00","-6,335,225.93",,Owner draws,
,05/25/2022,Check,1003,Aaron Norris / Norris Utilities,CHECK PAID,,,"6,708.33","-6,328,517.60",,Interest paid,
,05/26/2022,Expense,,Aaron Norris / Norris Utilities,CHASE CREDIT CRD  AU ACH DEBIT CHASE CREDIT CRD  AUTOPAYBUS        220526,,,"-19,298.84","-6,347,816.44",,Norris Utilities Chase Ink Credit Card,
,05/27/2022,Payment,,,,,,"-34,926.75","-6,382,743.19",,Accounts Receivable (A/R),
,05/31/2022,Journal Entry,33,,,,,"-12,583.33","-6,395,326.52",,Accumulated Depreciation,
,06/02/2022,Expense,,,OFFICEMAX/DEPOT 6371,,,316.09,"-6,395,010.43",,Office expenses:Office supplies,
,06/02/2022,Expense,,,OFFICEMAX/DEPOT 6371,,,9.79,"-6,395,000.64",,Office expenses:Office supplies,
,06/02/2022,Expense,,,HP *HP.COM STORE,,,307.39,"-6,394,693.25",,Office expenses:Office supplies,
,06/03/2022,Expense,,,INTUIT *QuickBooks Online,,,86.80,"-6,394,606.45",,Office expenses:Software & apps,
,06/04/2022,Expense,,,CIRCLE K # 23668,,,93.04,"-6,394,513.41",,Vehicle Expense - Fuel,
,06/04/2022,Expense,,,CHILIS GRILL & BAR #1824,,,34.84,"-6,394,478.57",,Meals,
,06/04/2022,Expense,,,FASMART 409,,,9.19,"-6,394,469.38",,Meals,
,06/04/2022,Expense,,,FASMART 409,,,75.00,"-6,394,394.38",,Vehicle Expense - Fuel,
,06/05/2022,Expense,,,chipotle,,,10.89,"-6,394,383.49",,Meals,
,06/05/2022,Expense,,,TRU BY HILTON STAUNTON,,,211.68,"-6,394,171.81",,Travel,
,06/05/2022,Expense,,,EXXONMOBIL    99356776,,,11.54,"-6,394,160.27",,Meals,
,06/05/2022,Expense,,,EXXONMOBIL    99356776,,,106.74,"-6,394,053.53",,Vehicle Expense - Fuel,
,06/06/2022,Expense,,,FOOD LION #196,,,14.87,"-6,394,038.66",,Meals,
,06/07/2022,Expense,,,SQ *ELECTRIC UTILITY FLEE,,,64.00,"-6,393,974.66",,Utilities:Internet & TV services,
,06/09/2022,Expense,,Aaron Norris / Norris Utilities,circle k,,,105.82,"-6,393,868.84",,Vehicle Expense - Fuel,
,06/09/2022,Expense,,,expressmart,,,114.72,"-6,393,754.12",,Meals,
,06/09/2022,Expense,,,CHICK-FIL-A #04069,,,8.57,"-6,393,745.55",,Meals,
,06/09/2022,Expense,,,POCAHONTAS PARKWAY,,,5.20,"-6,393,740.35",,Travel,
,06/09/2022,Expense,,,EXXONMOBIL    45482361,,,3.68,"-6,393,736.67",,Meals,
,06/09/2022,Expense,,,GRIFFIN HOTEL,,,"1,201.80","-6,392,534.87",,Travel:Hotels,
,06/09/2022,Expense,,,MONTERREY MEXICAN RESTAUR,,,24.74,"-6,392,510.13",,Meals,
,06/16/2022,Check,1006,Wallace Jordan,CHECK PAID,,,"125,000.00","-6,267,510.13",,Legal & accounting services:Legal fees,
,06/20/2022,Expense,,,CIRCLE K 06736,,,106.72,"-6,267,403.41",,Vehicle Expense - Fuel,
,06/21/2022,Expense,,,SPECTRUM,,,89.99,"-6,267,313.42",,Utilities:Internet & TV services,
,06/21/2022,Expense,,Florida Dept of Revenue,ACH DEBIT FLA DEPT REVENUE C01 220621 425573667,,,"2,406.75","-6,264,906.67",,Taxes paid,
,06/24/2022,Deposit,,,DIRECT DEPOSIT PIKE ENT AP PAYABLES 220624,,,"34,926.75","-6,229,979.92",,Rental Revenue,
,06/27/2022,Credit Card Payment,,,ACH DEBIT CHASE CREDIT CRD AUTOPAYBUS 220627,,,"-3,798.22","-6,233,778.14",,Norris Utilities Chase Ink Credit Card,
,06/27/2022,Expense,,,COSTCO WHSE #0362,,,32.84,"-6,233,745.30",,Office expenses:Office supplies,
,06/28/2022,Check,5,Wayne & Lisa Norris,CHECK PAID,,,"6,708.33","-6,227,036.97",,Interest paid,
,06/28/2022,Credit Card Credit,,,OFFICEMAX/DEPOT 6371,,,-316.09,"-6,227,353.06",,Office expenses:Office supplies,
,06/28/2022,Expense,,,RACEWAY 6824  55668248,,,3.45,"-6,227,349.61",,Vehicle Expense - Fuel,
,06/28/2022,Expense,,,RACEWAY 6824  55668248,,,79.29,"-6,227,270.32",,Vehicle Expense - Fuel,
,06/30/2022,Journal Entry,34,,,,,"-12,583.33","-6,239,853.65",,Accumulated Depreciation,
,06/30/2022,Journal Entry,35,,,,,"-4,788,000.00","-11,027,853.65",,Supplies & Materials - Asset Costs - Rental Fleet,
,06/30/2022,Journal Entry,36,,,,,"-34,926.75","-11,062,780.40",,Rental Revenue,
,06/30/2022,Payment,,,,,,,"-11,062,780.40",,Accounts Receivable (A/R),
,06/30/2022,Journal Entry,37,,,,,"-4,754.43","-11,067,534.83",,Taxes paid,
,06/30/2022,Expense,,Aaron Norris / Norris Utilities,SHELL OIL 57543704605,,,3.14,"-11,067,531.69",,Vehicle Expense - Fuel,
,06/30/2022,Journal Entry,38,,,,,2.99,"-11,067,528.70",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,32.39,"-11,067,496.31",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,55.40,"-11,067,440.91",,Telephone Expense,
,06/30/2022,Journal Entry,38,,,,,32.39,"-11,067,408.52",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,55.40,"-11,067,353.12",,Telephone Expense,
,06/30/2022,Journal Entry,38,,,,,906.20,"-11,066,446.92",,Travel,
,06/30/2022,Journal Entry,38,,,,,364.18,"-11,066,082.74",,Travel,
,06/30/2022,Journal Entry,38,,,,,123.00,"-11,065,959.74",,Dues & Subscriptions,
,06/30/2022,Journal Entry,38,,,,,77.86,"-11,065,881.88",,Travel,
,06/30/2022,Journal Entry,38,,,,,41.93,"-11,065,839.95",,Travel,
,06/30/2022,Journal Entry,38,,,,,2.99,"-11,065,836.96",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,32.39,"-11,065,804.57",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,2.99,"-11,065,801.58",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,32.39,"-11,065,769.19",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,2.99,"-11,065,766.20",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,,,,32.39,"-11,065,733.81",,Office expenses:Office supplies,
,06/30/2022,Journal Entry,38,,to record business exp on personal cc,,,"1,830.27","-11,063,903.54",,Owner draws,
,06/30/2022,Journal Entry,42,,,,,415.18,"-11,063,488.36",,Interest paid,
,06/30/2022,Journal Entry,43,,,,,"-34,926.75","-11,098,415.11",,Accounts Receivable (A/R),
,06/30/2022,Payment,,,,,,,"-11,098,415.11",,Accounts Receivable (A/R),
,06/30/2022,Journal Entry,44,,,,,89.18,"-11,098,325.93",,Owner draws,
,06/30/2022,Journal Entry,47,,,,,"1,179.10","-11,097,146.83",,Cost of goods sold:Supplies & materials,
,06/30/2022,Journal Entry,47,,,,,"-1,414.92","-11,098,561.75",,Rental Revenue,
,06/30/2022,Journal Entry,47,,,,,"-1,414.92","-11,099,976.67",,Cost of goods sold:Supplies & materials,
,06/30/2022,Journal Entry,48,,,,,-235.82,"-11,100,212.49",,Office expenses,
,06/30/2022,Journal Entry,49,,,,,"-37,499.98","-11,137,712.47",,Depreciation,
,06/30/2022,Journal Entry,54,,,,,"-37,499.98","-11,175,212.45",,Accumulated Depreciation,
,06/30/2022,Journal Entry,55,,,,,-72.47,"-11,175,284.92",,Sapphire Reserve (9243) - 2,
,06/30/2022,Journal Entry,61,,,,,-0.02,"-11,175,284.94",,Owner draws,
,07/03/2022,Expense,,,INTUIT *QBooks Online,,,86.80,"-11,175,198.14",,Office expenses:Software & apps,
,07/08/2022,Deposit,,,DIRECT DEPOSIT PIKE ENT AP PAYABLES 220708,,,"34,926.75","-11,140,271.39",,Rental Revenue,
,07/08/2022,Expense,,,CIRCLE K 06736,,,100.82,"-11,140,170.57",,Vehicle Expense - Fuel,
,07/14/2022,Expense,,,RACEWAY 6824  55668248,,,94.02,"-11,140,076.55",,Vehicle Expense - Fuel,
,07/15/2022,Expense,,,FEDEX 275608673919,,,17.77,"-11,140,058.78",,Travel,
,07/19/2022,Journal Entry,39,,,,,"818,852.00","-10,321,206.78",,Gain (Loss) on Sale of Asset,
,07/19/2022,Journal Entry,40,,,,,"-755,808.04","-11,077,014.82",,Gain (Loss) on Sale of Asset,
,07/19/2022,Journal Entry,41,,,,,"-34,926.75","-11,111,941.57",,Accounts Receivable (A/R),
,07/19/2022,Payment,,,,,,,"-11,111,941.57",,Accounts Receivable (A/R),
,07/20/2022,Expense,,Florida Dept of Revenue,ACH DEBIT FLA DEPT REVENUE C01 220720 441774487,,,"2,406.75","-11,109,534.82",,Taxes paid,
,07/21/2022,Expense,,,SPECTRUM,,,89.99,"-11,109,444.83",,Utilities:Internet & TV services,
,07/22/2022,Payment,,,,,,"-818,852.00","-11,928,296.83",,Accounts Receivable (A/R),
,07/22/2022,Check,,"Pearce, Bevill, Leesburg, & Moore, P.C. - CPA",CHECK PAID,,,"2,650.00","-11,925,646.83",,Legal & accounting services:Accounting fees,
,07/22/2022,Expense,,,CIRCLE K # 06638,,,90.73,"-11,925,556.10",,Vehicle Expense - Fuel,
,07/26/2022,Credit Card Payment,,,ACH DEBIT CHASE CREDIT CRD AUTOPAYBUS 220726,,,"-2,508.34","-11,928,064.44",,Norris Utilities Chase Ink Credit Card,
,07/26/2022,Check,6,Wayne & Lisa Norris,CHECK PAID,,,"6,708.33","-11,921,356.11",,Interest paid,
,07/26/2022,Expense,,,CIRCLE K # 23673,,,93.86,"-11,921,262.25",,Vehicle Expense - Fuel,
,07/31/2022,Journal Entry,50,,,,,"-2,406.75","-11,923,669.00",,Florida Department of Revenue Payable,
,07/31/2022,Expense,,,BHAM AIRPORT AUTH PARKIN,,,48.00,"-11,923,621.00",,Travel,
,08/03/2022,Expense,,,INTUIT *QBooks Online,,,92.23,"-11,923,528.77",,Office expenses:Software & apps,
,08/04/2022,Expense,,,CIRCLE K 06736,,,78.38,"-11,923,450.39",,Vehicle Expense - Fuel,
,08/10/2022,Expense,,,SHELL OIL 57542375506,,,15.22,"-11,923,435.17",,Vehicle Expense - Fuel,
,08/10/2022,Expense,,,BURGER KING #6998,,,8.22,"-11,923,426.95",,Meals,
,08/10/2022,Expense,,Aaron Norris / Norris Utilities,SHELL OIL 57542375506,,,80.41,"-11,923,346.54",,Vehicle Expense - Fuel,
,08/11/2022,Expense,,,CHEVRON 0358571,,,82.27,"-11,923,264.27",,Vehicle Expense - Fuel,
,08/11/2022,Expense,,Hampton Inn,HAMPTON INNS,,,206.25,"-11,923,058.02",,Travel,
,08/11/2022,Expense,,,LOS ARCOS OXFORD,,,28.63,"-11,923,029.39",,Meals,
,08/19/2022,Check,eft,Florida Dept of Revenue,,,,"-4,843.50","-11,927,872.89",,Florida Department of Revenue Payable,
,08/21/2022,Expense,,,SPECTRUM,,,89.99,"-11,927,782.90",,Utilities:Internet & TV services,
,08/23/2022,Expense,,,AUTO WHIZ 1,,,"1,746.90","-11,926,036.00",,Auto Repairs & Maintenance,
,08/23/2022,Expense,,,CIRCLE K # 23817,,,77.29,"-11,925,958.71",,Vehicle Expense - Fuel,
,08/25/2022,Check,7,Wayne & Lisa Norris,CHECK PAID,,,"6,708.33","-11,919,250.38",,Interest paid,
,08/26/2022,Check,eft,Chase Credit Card,,,,-621.99,"-11,919,872.37",,Norris Utilities Chase Ink Credit Card,
,08/31/2022,Expense,,,OFFICEMAX/DEPOT 6371,,,3.09,"-11,919,869.28",,Office expenses:Office supplies,
,09/03/2022,Expense,,,INTUIT *QBooks Online,,,92.23,"-11,919,777.05",,Office expenses:Software & apps,
,09/14/2022,Expense,,Raceway,RACEWAY 6824  55668248,,,68.33,"-11,919,708.72",,Vehicle Expense - Fuel,
,09/15/2022,Expense,,,MISC DEBIT OUTGOING WIRE FEE,,,30.00,"-11,919,678.72",,General business expenses:Bank fees & service charges,
,09/15/2022,Expense,,Condux Tesmec,"OUTGOING WIRE FEE OUTGOING WIRE GFX 20222580081600 BNF THECONNERGROUP, LLC OBI REF: INVOICE #41426 COMM",,,"12,996.00","-11,906,682.72",,Commissions & fees,
,09/19/2022,Expense,,Alabama Dept of Revenue,CHECK PAID,,,"-3,000.00","-11,909,682.72",,Owner draws,
,09/19/2022,Expense,,,CIRCLE K # 23388,,,69.92,"-11,909,612.80",,Vehicle Expense - Fuel,
,09/19/2022,Expense,,,CIRCLE K # 23388,,,6.41,"-11,909,606.39",,Vehicle Expense - Fuel,
,09/20/2022,Expense,,,CHICK-FIL-A #02086,,,11.22,"-11,909,595.17",,Meals,
,09/20/2022,Expense,,United States Treasury,CHECK PAID,,,"-25,000.00","-11,934,595.17",,Owner draws,
,09/20/2022,Expense,,,HILTON GARDEN INN HTTS,,,105.60,"-11,934,489.57",,Travel,
,09/21/2022,Expense,,,SPECTRUM,,,89.99,"-11,934,399.58",,Utilities:Internet & TV services,
,09/21/2022,Expense,,,CIRCLE K # 23802,,,72.12,"-11,934,327.46",,Vehicle Expense - Fuel,
,09/22/2022,Expense,,,MISC DEBIT OUTGOING WIRE FEE,,,30.00,"-11,934,297.46",,General business expenses:Bank fees & service charges,
,09/22/2022,Expense,,Condux Tesmec,"OUTGOING WIRE FEE OUTGOING WIRE GFX 20222650074800 BNF THECONNERGROUP, LLC OBI REF: INVOICE #41427 TCG",,,"7,000.00","-11,927,297.46",,Commissions & fees,
,09/26/2022,Credit Card Payment,,,ACH DEBIT CHASE CREDIT CRD AUTOPAYBUS 220926,,,"-2,508.88","-11,929,806.34",,Norris Utilities Chase Ink Credit Card,
,09/26/2022,Expense,,Wayne & Lisa Norris,CHECK PAID,,,"6,708.33","-11,923,098.01",,Interest paid,
,09/28/2022,Expense,,,JIME BURKE AUTOMOTIVE,,,150.00,"-11,922,948.01",,Auto Repairs & Maintenance,
,09/28/2022,Expense,,,BIRMINGHAM DISTRICT,,,16.50,"-11,922,931.51",,Travel,
,09/29/2022,Expense,,,PARAMOUNT,,,26.43,"-11,922,905.08",,Travel,
,09/30/2022,Journal Entry,60,,,,,"37,499.98","-11,885,405.10",,Gain (Loss) on Sale of Asset,
,10/03/2022,Expense,,,INTUIT *QBooks Online,,,92.23,"-11,885,312.87",,Office expenses:Software & apps,
,10/03/2022,Credit Card Credit,,,JIME BURKE AUTOMOTIVE,,,-150.00,"-11,885,462.87",,Auto Repairs & Maintenance,
,10/04/2022,Expense,,Alabama Dept of Revenue,CHECK PAID,,,161.48,"-11,885,301.39",,Taxes paid,
,10/07/2022,Expense,,,ADOBE  *STOCK,,,48.59,"-11,885,252.80",,Office expenses:Software & apps,
,10/07/2022,Expense,,Raceway,RACEWAY 6824  55668248,,,54.16,"-11,885,198.64",,Vehicle Expense - Fuel,
,10/08/2022,Expense,,,CHEVRON 0370363,,,75.07,"-11,885,123.57",,Vehicle Expense - Fuel,
,10/10/2022,Expense,,,APPLE.COM/BILL,,,9.99,"-11,885,113.58",,Office expenses:Office supplies,
,10/12/2022,Expense,,,Walk On's Sports Bistreau,,,13.40,"-11,885,100.18",,Meals,
,10/12/2022,Expense,,,Walk On's Sports Bistreau,,,39.38,"-11,885,060.80",,Meals,
,10/15/2022,Expense,,Aaron Norris / Norris Utilities,SHELL OIL 10087429006,,,57.28,"-11,885,003.52",,Vehicle Expense - Fuel,
,10/17/2022,Expense,,,TARGET        00017723,,,11.62,"-11,884,991.90",,Office expenses:Office supplies,
,10/20/2022,Expense,,,TST* Billys Sports Grill,,,49.95,"-11,884,941.95",,Meals,
,10/21/2022,Expense,,,SPECTRUM,,,89.99,"-11,884,851.96",,Utilities:Internet & TV services,
,10/21/2022,Expense,,,PROTONMAIL,,,76.79,"-11,884,775.17",,Office expenses:Software & apps,
,10/24/2022,Expense,,,APPLE.COM/BILL,,,4.99,"-11,884,770.18",,Office expenses:Office supplies,
,10/24/2022,Expense,,,CIRCLE K # 23817,,,52.00,"-11,884,718.18",,Vehicle Expense - Fuel,
,10/25/2022,Expense,,Wayne & Lisa Norris,CHECK PAID,,,"6,708.33","-11,878,009.85",,Interest paid,
,10/26/2022,Credit Card Payment,,,ACH DEBIT CHASE CREDIT CRD AUTOPAYBUS 221026,,,-558.75,"-11,878,568.60",,Norris Utilities Chase Ink Credit Card,
,10/26/2022,Expense,,,CIRCLE K # 23802,,,72.58,"-11,878,496.02",,Vehicle Expense - Fuel,
,10/28/2022,Expense,,,CIRCLE K # 23392,,,60.92,"-11,878,435.10",,Vehicle Expense - Fuel,
,10/30/2022,Expense,,,EXXONMOBIL    99186991,,,77.00,"-11,878,358.10",,Vehicle Expense - Fuel,
,11/01/2022,Expense,,,APPLE.COM/BILL,,,74.19,"-11,878,283.91",,Office expenses:Office supplies,
,11/03/2022,Expense,,,CIRCLE K # 23817,,,46.75,"-11,878,237.16",,Vehicle Expense - Fuel,
,11/03/2022,Expense,,,INTUIT *QBooks Online,,,92.23,"-11,878,144.93",,Office expenses:Software & apps,
,11/04/2022,Expense,,Aaron Norris / Norris Utilities,SHELL OIL 57543704605,,,3.98,"-11,878,140.95",,Vehicle Expense - Fuel,
,11/07/2022,Expense,,,MAPCO EXPRESS #7549,,,7.60,"-11,878,133.35",,Vehicle Expense - Fuel,
,11/09/2022,Expense,,,CIRCLE K # 23763,,,75.98,"-11,878,057.37",,Vehicle Expense - Fuel,
,11/09/2022,Expense,,,LOVE'S #227,,,68.89,"-11,877,988.48",,Vehicle Expense - Fuel,
,11/09/2022,Expense,,,CIRCLE K 06736,,,42.63,"-11,877,945.85",,Vehicle Expense - Fuel,
,11/10/2022,Expense,,,APPLE.COM/BILL,,,9.99,"-11,877,935.86",,Office expenses:Office supplies,
,11/10/2022,Expense,,,51167 - 51167-301/337 LAF,,,20.00,"-11,877,915.86",,Travel,
,11/10/2022,Expense,,,AZTECAS MEXICAN CUISINE-,,,24.26,"-11,877,891.60",,Meals,
,11/10/2022,Expense,,,EL NORTE MEXICAN RESTAURA,,,18.75,"-11,877,872.85",,Meals,
,11/10/2022,Expense,,,618 HILTON BATON ROUGE,,,128.45,"-11,877,744.40",,Travel,
