Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
,10/13/2023,Invoice,1057,,Shipping,,,112.00,"8,248.73","LineTec Services, LLC",,"PO: Dept168

Order by: Tommy LeCompte

Ship to
Linetec Services
Attention Mr. Chris Townsend
152 Philpot Rd.
West Monroe,  LA  71292

Delivery Contact
Mr. Chris Townsend
225-361-1063

Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*

        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,10/13/2023,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,10/16/2023,Invoice,1060,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,170.00,340.00,"8,588.73","LineTec Services, LLC",NU Sold Products,"PO: DEPT769

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",10/17/2023,10/16/2023,UPS,NU-BC-2851,15.13,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,10/16/2023,Invoice,1060,,Shipping,,,95.00,"8,683.73","LineTec Services, LLC",,"PO: DEPT769

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,10/17/2023,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,10/20/2023,Invoice,1061,"Tooling and Equipment:FlexPro Armor Covers:Dirt Tarp, 8' x 8' (96"" x 96"")","Dirt Sling 96"" x 96""",1.00,375.00,375.00,"9,058.73","LineTec Services, LLC",NU Sold Products,"PO: Dept447

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,LineTec Services - Tools,LineTec Services - Tools,"Dirt Tarp, 8' x 8' (96"" x 96"")",10/23/2023,10/23/2023,UPS,DS-9696,0.00,,Out of scope,Invoice,,,NU Sold Products
,10/20/2023,Invoice,1061,,Shipping,,,72.00,"9,130.73","LineTec Services, LLC",,"PO: Dept447

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,10/23/2023,,UPS,,0.00,72.00,Out of scope,Invoice,,,
,11/09/2023,Invoice,1063,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,170.00,170.00,"9,300.73","LineTec Services, LLC",NU Sold Products,"PO: PO  DEPT451

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,,,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/09/2023,,,NU-BC-2851,7.57,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,11/09/2023,Invoice,1063,,Shipping,,,49.20,"9,349.93","LineTec Services, LLC",,"PO: PO  DEPT451

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,,,,11/09/2023,,,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,11/10/2023,Invoice,1064,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,170.00,170.00,"9,519.93","LineTec Services, LLC",NU Sold Products,"PO: DEPT443

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",,,UPS,NU-BC-2851,7.57,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,11/10/2023,Invoice,1064,,Shipping,,,94.28,"9,614.21","LineTec Services, LLC",,"PO: DEPT443

Order by: Richard Thornhill


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,11/10/2023,Invoice,1065,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,170.00,170.00,"9,784.21","LineTec Services, LLC",NU Sold Products,"PO: DEPT447

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/10/2023,,UPS,NU-BC-2851,0.00,,Out of scope,Invoice,,,NU Sold Products
,11/10/2023,Invoice,1065,,Shipping,,,105.43,"9,889.64","LineTec Services, LLC",,"PO: DEPT447

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,11/10/2023,,UPS,,0.00,105.43,Out of scope,Invoice,,,
,12/01/2023,Invoice,1069,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,170.00,170.00,"10,059.64","LineTec Services, LLC",NU Sold Products,"PO: DEPT766  / ""Truck $6300331""

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",12/01/2023,12/01/2023,UPS,NU-BC-2851,7.57,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1069,,Shipping,,,61.00,"10,120.64","LineTec Services, LLC",,"PO: DEPT766  / ""Truck $6300331""

Order by: Tommy LeCompte


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,12/01/2023,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,12/04/2023,Invoice,1073,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",3.00,170.00,510.00,"10,630.64","LineTec Services, LLC",NU Sold Products,"PO: PO - DEPT189Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",12/04/2023,12/04/2023,UPS,NU-BC-2851,30.60,,OK-Rogers,Invoice,,,NU Sold Products
,12/04/2023,Invoice,1073,,Shipping,,,78.75,"10,709.39","LineTec Services, LLC",,"PO: PO - DEPT189Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,12/04/2023,,UPS,,0.00,,OK-Rogers,Invoice,,,
,12/05/2023,Invoice,1074,,Shipping,,,50.00,"10,759.39","LineTec Services, LLC",,"PO: Verbal at 4600 Industrial Access Rd.Douglasville GA 30134Order by: Dale Campbell & Steve GuthrieThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,12/05/2023,,AC Freight,,0.00,0.00,,Invoice,,,
,12/05/2023,Invoice,1074,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,170.00,340.00,"11,099.39","LineTec Services, LLC",NU Sold Products,"PO: Verbal at 4600 Industrial Access Rd.Douglasville GA 30134Order by: Dale Campbell & Steve GuthrieThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",12/05/2023,12/05/2023,AC Freight,NU-BC-2851,33.83,,State of Louisiana/Alexandria - Inactive,Invoice,,,NU Sold Products
,12/12/2023,Invoice,1077,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,175.00,350.00,"11,449.39","LineTec Services, LLC",NU Sold Products,"PO: PO  DEPT736Order by: Richard ThornhillAttn. David Wisby, Ph # 337 375 6770Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",12/12/2023,12/12/2023,UPS,NU-BC-2851,15.58,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,12/12/2023,Invoice,1077,,Shipping,,,95.25,"11,544.64","LineTec Services, LLC",,"PO: PO  DEPT736Order by: Richard ThornhillAttn. David Wisby, Ph # 337 375 6770Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,12/12/2023,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,12/15/2023,Invoice,1079,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,175.00,350.00,"11,894.64","LineTec Services, LLC",NU Sold Products,"PO: DEPT386Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",12/15/2023,12/15/2023,UPS,NU-BC-2851,15.58,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,12/15/2023,Invoice,1079,,Shipping,,,65.25,"11,959.89","LineTec Services, LLC",,"PO: DEPT386Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,12/15/2023,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,01/08/2024,Invoice,1081,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,175.00,175.00,"12,134.89","LineTec Services, LLC",NU Sold Products,"PO: PO  DEPT733Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",01/09/2024,01/08/2024,UPS,NU-BC-2851,7.79,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,01/08/2024,Invoice,1081,,Shipping,,,98.00,"12,232.89","LineTec Services, LLC",,"PO: PO  DEPT733Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,01/09/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,02/02/2024,Invoice,1086,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,175.00,350.00,"12,582.89","LineTec Services, LLC",NU Sold Products,"PO: DEPT499Shipping: Mr. Bobby Clark890799 S 3550 RdStroud Ok. 74079Ph 956-400-0236Order by: Richard Thornhill Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",02/02/2024,02/02/2024,UPS,NU-BC-2851,19.25,,OK-Lincoln,Invoice,,,NU Sold Products
,02/02/2024,Invoice,1086,,Shipping,,,67.50,"12,650.39","LineTec Services, LLC",,"PO: DEPT499Shipping: Mr. Bobby Clark890799 S 3550 RdStroud Ok. 74079Ph 956-400-0236Order by: Richard Thornhill Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,02/02/2024,,UPS,,0.00,,OK-Lincoln,Invoice,,,
,02/05/2024,Invoice,1087,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,175.00,350.00,"13,000.39","LineTec Services, LLC",NU Sold Products,"PO: DEPT301Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",02/05/2024,02/05/2024,UPS,NU-BC-2851,15.58,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,02/05/2024,Invoice,1087,,Shipping,,,87.00,"13,087.39","LineTec Services, LLC",,"PO: DEPT301Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,02/05/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,02/05/2024,Invoice,1088,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,175.00,350.00,"13,437.39","LineTec Services, LLC",NU Sold Products,"PO: DEPT433Order by: Richard Thornhill318-427-8846Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",02/05/2024,01/29/2024,UPS,NU-BC-2851,15.58,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,02/05/2024,Invoice,1088,,Shipping,,,97.00,"13,534.39","LineTec Services, LLC",,"PO: DEPT433Order by: Richard Thornhill318-427-8846Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,02/05/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,02/07/2024,Invoice,1089,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","1.5 Man Rigid 3 Panel Bucket Cover 28""x34"". Product Number: ""AC-BC2834""",1.00,155.00,155.00,"13,689.39","LineTec Services, LLC",NU Sold Products,"PO: DEPT846Ph # 409-651-8444Attn Jason KeiferOrder by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",02/08/2024,02/07/2024,UPS,NU-BC-2834,15.42,0.00,State of Louisiana/Alexandria - Inactive,Invoice,,,NU Sold Products
,02/07/2024,Invoice,1089,,Shipping,,,52.00,"13,741.39","LineTec Services, LLC",,"PO: DEPT846Ph # 409-651-8444Attn Jason KeiferOrder by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,02/08/2024,,UPS,,,,,Invoice,,,
,02/21/2024,Invoice,1097,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"13,926.39","LineTec Services, LLC",NU Sold Products,"PO: DEPT732Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",02/21/2024,02/21/2024,UPS,NU-BC-2851,8.23,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,02/21/2024,Invoice,1097,,Shipping,,,58.85,"13,985.24","LineTec Services, LLC",,"PO: DEPT732Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,02/21/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,03/05/2024,Invoice,1102,,Shipping,,,15.00,"14,000.24","LineTec Services, LLC",,"PO: 743Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,03/05/2024,,AC Freight,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,03/05/2024,Invoice,1102,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"14,185.24","LineTec Services, LLC",NU Sold Products,"PO: 743Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",03/05/2024,03/05/2024,AC Freight,NU-BC-2851,8.23,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,03/05/2024,Invoice,1103,,Shipping,,,10.00,"14,195.24","LineTec Services, LLC",,"PO: 143Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,03/05/2024,,AC Freight,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,03/05/2024,Invoice,1103,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"14,380.24","LineTec Services, LLC",NU Sold Products,"PO: 143Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",03/05/2024,03/05/2024,AC Freight,NU-BC-2851,8.23,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,03/05/2024,Invoice,1104,,Shipping,,,25.00,"14,405.24","LineTec Services, LLC",,"PO: Dept 714Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,03/06/2024,,AC Freight,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,03/05/2024,Invoice,1104,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"14,775.24","LineTec Services, LLC",NU Sold Products,"PO: Dept 714Order by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",03/06/2024,03/06/2024,AC Freight,NU-BC-2851,16.47,0.00,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,03/14/2024,Invoice,1112,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",2.00,185.00,370.00,"15,145.24","LineTec Services, LLC",NU Sold Products,"PO: DEPT332Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",03/14/2024,03/14/2024,UPS,NU-BC-2851,16.47,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,03/14/2024,Invoice,1112,,Shipping,,,61.75,"15,206.99","LineTec Services, LLC",,"PO: DEPT332Order by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,03/14/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
,04/12/2024,Invoice,1125,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,185.00,185.00,"15,391.99","LineTec Services, LLC",NU Sold Products,"PO:  DEPT768Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",04/15/2024,04/12/2024,UPS,NU-BC-2851,8.23,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,NU Sold Products
,04/12/2024,Invoice,1125,,Shipping,,,52.00,"15,443.99","LineTec Services, LLC",,"PO:  DEPT768Ordered by: Richard ThornhillThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,04/15/2024,,UPS,,0.00,,LA-Rapides-D079D3-D079FD18-D079LE-D079PT-D079SB,Invoice,,,
